rule_set,category,rule_id,description
OWASP_2.2.9,crs_41_xss_attacks,973300,Possible XSS Attack Detected - HTML Tag Handler
OWASP_2.2.9,crs_41_xss_attacks,973301,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973302,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973303,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973304,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973305,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973306,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973307,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973308,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973309,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973310,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973311,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973312,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973313,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973314,XSS Attack Detected
OWASP_2.2.9,crs_41_xss_attacks,973315,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973316,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973317,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973318,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973319,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973320,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973321,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973322,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973323,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973324,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973325,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973326,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973327,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973328,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973329,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973330,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973331,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973332,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973333,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973334,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973335,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973336,XSS Filter - Category 1: Script Tag Vector
OWASP_2.2.9,crs_41_xss_attacks,973337,XSS Filter - Category 2: Event Handler Vector
OWASP_2.2.9,crs_41_xss_attacks,973338,XSS Filter - Category 3: Javascript URI Vector
OWASP_2.2.9,crs_41_xss_attacks,973344,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973345,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973346,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973347,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,973348,IE XSS Filters - Attack Detected.
OWASP_2.2.9,crs_41_xss_attacks,981018,Rule 981018
OWASP_2.2.9,crs_41_xss_attacks,981136,Rule 981136
OWASP_2.2.9,crs_42_tight_security,950103,Path Traversal Attack
OWASP_2.2.9,crs_45_trojans,950110,Backdoor access
OWASP_2.2.9,crs_45_trojans,950921,Backdoor access
OWASP_2.2.9,crs_49_inbound_blocking,981175,Inbound Attack Targeting OSVDB Flagged Resource.
OWASP_2.2.9,crs_49_inbound_blocking,981176,"Inbound Anomaly Score Exceeded (Total Score: %{TX.ANOMALY_SCORE}, SQLi=%{TX.SQL_INJECTION_SCORE}, XSS=%{TX.XSS_SCORE}): Last Matched Message: %{tx.msg}"
Microsoft_BotManagerRuleSet_0.1,Anomaly Detection,980130,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_0.1,Anomaly Detection,949110,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_0.1,KnownBadBots,1,Malicious Bots
Microsoft_BotManagerRuleSet_1.0,Anomaly Detection,980130,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_1.0,Anomaly Detection,949110,Inbound Anomaly Score Exceeded
Microsoft_BotManagerRuleSet_1.0,BadBots,100100,Malicious bots detected by threat intelligence
Microsoft_BotManagerRuleSet_1.0,BadBots,100200,Malicious bots that have falsified their identity
Microsoft_BotManagerRuleSet_1.0,GoodBots,200100,Search engine crawlers
Microsoft_BotManagerRuleSet_1.0,GoodBots,200200,Unverified search engine crawlers
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300100,Unspecified identity
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300200,Tools and frameworks for web crawling and attacks
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300300,General purpose HTTP clients and SDKs
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300400,Service agents
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300500,Site health monitoring services
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300600,Unknown bots detected by threat intelligence
Microsoft_BotManagerRuleSet_1.0,UnknownBots,300700,Other bots
Microsoft_DefaultRuleSet_2.1,Anomaly Detection,980130,Inbound Anomaly Score Exceeded
Microsoft_DefaultRuleSet_2.1,Anomaly Detection,949110,Inbound Anomaly Score Exceeded
Microsoft_DefaultRuleSet_2.1,LFI,930100,Path Traversal Attack (/../)
Microsoft_DefaultRuleSet_2.1,LFI,930110,Path Traversal Attack (/../)
Microsoft_DefaultRuleSet_2.1,LFI,930120,OS File Access Attempt
Microsoft_DefaultRuleSet_2.1,LFI,930130,Restricted File Access Attempt
Microsoft_DefaultRuleSet_2.1,RFI,931100,Possible Remote File Inclusion (RFI) Attack: URL Parameter using IP Address
Microsoft_DefaultRuleSet_2.1,RFI,931110,Possible Remote File Inclusion (RFI) Attack: Common RFI Vulnerable Parameter Name used w/URL Payload
Microsoft_DefaultRuleSet_2.1,RFI,931120,Possible Remote File Inclusion (RFI) Attack: URL Payload Used w/Trailing Question Mark Character (?)
Microsoft_DefaultRuleSet_2.1,RFI,931130,Possible Remote File Inclusion (RFI) Attack: Off-Domain Reference/Link
Microsoft_DefaultRuleSet_2.1,RCE,932100,Remote Command Execution: Unix Command Injection
Microsoft_DefaultRuleSet_2.1,RCE,932105,Remote Command Execution: Unix Command Injection
Microsoft_DefaultRuleSet_2.1,RCE,932110,Remote Command Execution: Windows Command Injection
Microsoft_DefaultRuleSet_2.1,RCE,932115,Remote Command Execution: Windows Command Injection
Microsoft_DefaultRuleSet_2.1,RCE,932120,Remote Command Execution: Windows PowerShell Command Found
Microsoft_DefaultRuleSet_2.1,RCE,932130,Remote Command Execution: Unix Shell Expression or Confluence Vulnerability (CVE-2022-26134) Found
Microsoft_DefaultRuleSet_2.1,RCE,932140,Remote Command Execution: Windows FOR/IF Command Found
Microsoft_DefaultRuleSet_2.1,RCE,932150,Remote Command Execution: Direct Unix Command Execution
Microsoft_DefaultRuleSet_2.1,RCE,932160,Remote Command Execution: Unix Shell Code Found
Microsoft_DefaultRuleSet_2.1,RCE,932170,Remote Command Execution: Shellshock (CVE-2014-6271)
Microsoft_DefaultRuleSet_2.1,RCE,932171,Remote Command Execution: Shellshock (CVE-2014-6271)
Microsoft_DefaultRuleSet_2.1,RCE,932180,Restricted File Upload Attempt
Microsoft_DefaultRuleSet_2.1,PHP,933100,PHP Injection Attack: PHP Open Tag Found
Microsoft_DefaultRuleSet_2.1,PHP,933110,PHP Injection Attack: PHP Script File Upload Found
Microsoft_DefaultRuleSet_2.1,PHP,933120,PHP Injection Attack: Configuration Directive Found
Microsoft_DefaultRuleSet_2.1,PHP,933130,PHP Injection Attack: Variables Found
Microsoft_DefaultRuleSet_2.1,PHP,933140,PHP Injection Attack: I/O Stream Found
Microsoft_DefaultRuleSet_2.1,PHP,933150,PHP Injection Attack: High-Risk PHP Function Name Found
Microsoft_DefaultRuleSet_2.1,PHP,933151,PHP Injection Attack: Medium-Risk PHP Function Name Found
Microsoft_DefaultRuleSet_2.1,PHP,933160,PHP Injection Attack: High-Risk PHP Function Call Found
Microsoft_DefaultRuleSet_2.1,PHP,933170,PHP Injection Attack: Serialized Object Injection
Microsoft_DefaultRuleSet_2.1,PHP,933180,PHP Injection Attack: Variable Function Call Found
Microsoft_DefaultRuleSet_2.1,PHP,933200,PHP Injection Attack: Wrapper scheme detected
Microsoft_DefaultRuleSet_2.1,PHP,933210,PHP Injection Attack: Variable Function Call Found
Microsoft_DefaultRuleSet_2.1,XSS,941100,XSS Attack Detected via libinjection
Microsoft_DefaultRuleSet_2.1,XSS,941101,XSS Attack Detected via libinjection
Microsoft_DefaultRuleSet_2.1,XSS,941110,XSS Filter - Category 1: Script Tag Vector
Microsoft_DefaultRuleSet_2.1,XSS,941120,XSS Filter - Category 2: Event Handler Vector
Microsoft_DefaultRuleSet_2.1,XSS,941130,XSS Filter - Category 3: Attribute Vector
Microsoft_DefaultRuleSet_2.1,XSS,941140,XSS Filter - Category 4: Javascript URI Vector
Microsoft_DefaultRuleSet_2.1,XSS,941150,XSS Filter - Category 5: Disallowed HTML Attributes
Microsoft_DefaultRuleSet_2.1,XSS,941160,NoScript XSS InjectionChecker: HTML Injection
Microsoft_DefaultRuleSet_2.1,XSS,941170,NoScript XSS InjectionChecker: Attribute Injection
Microsoft_DefaultRuleSet_2.1,XSS,941180,Node-Validator Blacklist Keywords
Microsoft_DefaultRuleSet_2.1,XSS,941190,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941200,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941210,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941220,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941230,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941240,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941250,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941260,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941270,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941280,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941290,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941300,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941310,US-ASCII Malformed Encoding XSS Filter - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941320,Possible XSS Attack Detected - HTML Tag Handler
Microsoft_DefaultRuleSet_2.1,XSS,941330,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941340,IE XSS Filters - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941350,UTF-7 Encoding IE XSS - Attack Detected
Microsoft_DefaultRuleSet_2.1,XSS,941360,JSFuck / Hieroglyphy obfuscation detected
Microsoft_DefaultRuleSet_2.1,XSS,941370,JavaScript global variable found
Microsoft_DefaultRuleSet_2.1,XSS,941380,AngularJS client side template injection detected
Microsoft_DefaultRuleSet_2.1,SQLI,942100,SQL Injection Attack Detected via libinjection
Microsoft_DefaultRuleSet_2.1,SQLI,942110,SQL Injection Attack: Common Injection Testing Detected
Microsoft_DefaultRuleSet_2.1,SQLI,942120,SQL Injection Attack: SQL Operator Detected
Microsoft_DefaultRuleSet_2.1,SQLI,942130,SQL Injection Attack: SQL Tautology Detected.
Microsoft_DefaultRuleSet_2.1,SQLI,942140,SQL Injection Attack: Common DB Names Detected
Microsoft_DefaultRuleSet_2.1,SQLI,942150,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,SQLI,942160,Detects blind sqli tests using sleep() or benchmark()
Microsoft_DefaultRuleSet_2.1,SQLI,942170,Detects SQL benchmark and sleep injection attempts including conditional queries
Microsoft_DefaultRuleSet_2.1,SQLI,942180,Detects basic SQL authentication bypass attempts 1/3
Microsoft_DefaultRuleSet_2.1,SQLI,942190,Detects MSSQL code execution and information gathering attempts
Microsoft_DefaultRuleSet_2.1,SQLI,942200,Detects MySQL comment-/space-obfuscated injections and backtick termination
Microsoft_DefaultRuleSet_2.1,SQLI,942210,Detects chained SQL injection attempts 1/2
Microsoft_DefaultRuleSet_2.1,SQLI,942220,"Looking for integer overflow attacks, these are taken from skipfish, except 3.0.00738585072007e-308 is the \""magic number\"" crash"
Microsoft_DefaultRuleSet_2.1,SQLI,942230,Detects conditional SQL injection attempts
Microsoft_DefaultRuleSet_2.1,SQLI,942240,Detects MySQL charset switch and MSSQL DoS attempts
Microsoft_DefaultRuleSet_2.1,SQLI,942250,"Detects MATCH AGAINST, MERGE and EXECUTE IMMEDIATE injections"
Microsoft_DefaultRuleSet_2.1,SQLI,942260,Detects basic SQL authentication bypass attempts 2/3
Microsoft_DefaultRuleSet_2.1,SQLI,942270,"Looking for basic sql injection. Common attack string for mysql, oracle and others"
Microsoft_DefaultRuleSet_2.1,SQLI,942280,"Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"
Microsoft_DefaultRuleSet_2.1,SQLI,942290,Finds basic MongoDB SQL injection attempts
Microsoft_DefaultRuleSet_2.1,SQLI,942300,"Detects MySQL comments, conditions and ch(a)r injections"
Microsoft_DefaultRuleSet_2.1,SQLI,942310,Detects chained SQL injection attempts 2/2
Microsoft_DefaultRuleSet_2.1,SQLI,942320,Detects MySQL and PostgreSQL stored procedure/function injections
Microsoft_DefaultRuleSet_2.1,SQLI,942330,Detects classic SQL injection probings 1/3
Microsoft_DefaultRuleSet_2.1,SQLI,942340,Detects basic SQL authentication bypass attempts 3/3
Microsoft_DefaultRuleSet_2.1,SQLI,942350,Detects MySQL UDF injection and other data/structure manipulation attempts
Microsoft_DefaultRuleSet_2.1,SQLI,942360,Detects concatenated basic SQL injection and SQLLFI attempts
Microsoft_DefaultRuleSet_2.1,SQLI,942361,Detects basic SQL injection based on keyword alter or union
Microsoft_DefaultRuleSet_2.1,SQLI,942370,Detects classic SQL injection probings 2/3
Microsoft_DefaultRuleSet_2.1,SQLI,942380,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,SQLI,942390,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,SQLI,942400,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,SQLI,942410,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,SQLI,942430,Restricted SQL Character Anomaly Detection (args): # of special characters exceeded (12)
Microsoft_DefaultRuleSet_2.1,SQLI,942440,SQL Comment Sequence Detected
Microsoft_DefaultRuleSet_2.1,SQLI,942450,SQL Hex Encoding Identified
Microsoft_DefaultRuleSet_2.1,SQLI,942470,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,SQLI,942480,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,SQLI,942500,MySQL in-line comment detected
Microsoft_DefaultRuleSet_2.1,SQLI,942510,SQLi bypass attempt by ticks or backticks detected
Microsoft_DefaultRuleSet_2.1,FIX,943100,Possible Session Fixation Attack: Setting Cookie Values in HTML
Microsoft_DefaultRuleSet_2.1,FIX,943110,Possible Session Fixation Attack: SessionID Parameter Name with Off-Domain Referer
Microsoft_DefaultRuleSet_2.1,FIX,943120,Possible Session Fixation Attack: SessionID Parameter Name with No Referer
Microsoft_DefaultRuleSet_2.1,JAVA,944100,Remote Command Execution: Suspicious Java class detected
Microsoft_DefaultRuleSet_2.1,JAVA,944110,Remote Command Execution: Java process spawn (CVE-2017-9805)
Microsoft_DefaultRuleSet_2.1,JAVA,944120,Remote Command Execution: Java serialization (CVE-2015-4852)
Microsoft_DefaultRuleSet_2.1,JAVA,944130,Suspicious Java class detected
Microsoft_DefaultRuleSet_2.1,JAVA,944200,"Magic bytes Detected, probable java serialization in use"
Microsoft_DefaultRuleSet_2.1,JAVA,944210,"Magic bytes Detected Base64 Encoded, probable java serialization in use"
Microsoft_DefaultRuleSet_2.1,JAVA,944240,"Remote Command Execution: Java serialization and Log4j vulnerability (CVE-2021-44228, CVE-2021-45046)"
Microsoft_DefaultRuleSet_2.1,JAVA,944250,Remote Command Execution: Suspicious Java method detected
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921110,HTTP Request Smuggling Attack
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921120,HTTP Response Splitting Attack
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921130,HTTP Response Splitting Attack
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921140,HTTP Header Injection Attack via headers
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921150,HTTP Header Injection Attack via payload (CR/LF detected)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921151,HTTP Header Injection Attack via payload (CR/LF detected)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921160,HTTP Header Injection Attack via payload (CR/LF and header-name detected)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921190,HTTP Splitting (CR/LF in request filename detected)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ATTACK,921200,LDAP Injection Attack
Microsoft_DefaultRuleSet_2.1,METHOD-ENFORCEMENT,911100,Method is not allowed by policy
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920100,Invalid HTTP Request Line
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920120,Attempted multipart/form-data bypass
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920121,Attempted multipart/form-data bypass
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920160,Content-Length HTTP header is not numeric
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920170,GET or HEAD Request with Body Content
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920171,GET or HEAD Request with Transfer-Encoding
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920180,POST without Content-Length or Transfer-Encoding headers
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920181,Content-Length and Transfer-Encoding headers present.
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920190,Range: Invalid Last Byte Value
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920200,Range: Too many fields (6 or more)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920201,Range: Too many fields for pdf request (63 or more)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920210,Multiple/Conflicting Connection Header Data Found
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920220,URL Encoding Abuse Attack Attempt
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920230,Multiple URL Encoding Detected
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920240,URL Encoding Abuse Attack Attempt
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920260,Unicode Full/Half Width Abuse Attack Attempt
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920270,Invalid character in request (null character)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920271,Invalid character in request (non printable characters)
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920280,Request Missing a Host Header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920290,Empty Host Header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920300,Request Missing an Accept Header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920310,Request Has an Empty Accept Header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920311,Request Has an Empty Accept Header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920320,Missing User Agent Header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920330,Empty User Agent Header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920340,"Request Containing Content, but Missing Content-Type header"
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920341,Request Containing Content Requires Content-Type header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920350,Host header is a numeric IP address
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920420,Request content type is not allowed by policy
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920430,HTTP protocol version is not allowed by policy
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920440,URL file extension is restricted by policy
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920450,HTTP header is restricted by policy
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920470,Illegal Content-Type header
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920480,Request content type charset is not allowed by policy
Microsoft_DefaultRuleSet_2.1,PROTOCOL-ENFORCEMENT,920500,Attempt to access a backup or working file
Microsoft_DefaultRuleSet_2.1,NODEJS,934100,Node.js Injection Attack
Microsoft_DefaultRuleSet_2.1,General,200002,Failed to parse request body.
Microsoft_DefaultRuleSet_2.1,General,200003,Multipart request body failed strict validation
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-WebShells,99005002,Web Shell Interaction Attempt (POST)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-WebShells,99005003,Web Shell Upload Attempt (POST) - CHOPPER PHP
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-WebShells,99005004,Web Shell Upload Attempt (POST) - CHOPPER ASPX
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-WebShells,99005005,Web Shell Interaction Attempt
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-WebShells,99005006,Spring4Shell Interaction Attempt
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-AppSec,99030001,Path Traversal Evasion in Headers (/.././../)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-AppSec,99030002,Path Traversal Evasion in Request Body (/.././../)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001001,Attempted F5 tmui (CVE-2020-5902) REST API Exploitation with known credentials
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001002,Attempted Citrix NSC_USER directory traversal (CVE-2019-19781)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001003,Attempted Atlassian Confluence Widget Connector exploitation (CVE-2019-3396)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001004,Attempted Pulse Secure custom template exploitation (CVE-2020-8243)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001005,Attempted SharePoint type converter exploitation (CVE-2020-0932)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001006,Attempted Pulse Connect directory traversal (CVE-2019-11510)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001007,Attempted Junos OS J-Web local file inclusion (CVE-2020-1631)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001008,Attempted Fortinet path traversal (CVE-2018-13379)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001009,Attempted Apache struts ognl injection (CVE-2017-5638)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001010,Attempted Apache struts ognl injection (CVE-2017-12611)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001011,Attempted Oracle WebLogic path traversal (CVE-2020-14882)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001012,Attempted Telerik WebUI insecure deserialization exploitation (CVE-2019-18935)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001013,Attempted SharePoint insecure XML deserialization (CVE-2019-0604)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001014,Attempted Spring Cloud routing-expression injection (CVE-2022-22963)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001015,Attempted Spring Framework unsafe class object exploitation (CVE-2022-22965)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-CVEs,99001016,Attempted Spring Cloud Gateway Actuator injection (CVE-2022-22947)
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-SQLI,99031001,SQL Injection Attack: Common Injection Testing Detected
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-SQLI,99031002,SQL Comment Sequence Detected.
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-SQLI,99031003,SQL Injection Attack
Microsoft_DefaultRuleSet_2.1,MS-ThreatIntel-SQLI,99031004,Detects basic SQL authentication bypass attempts 2/3
